,Open,High,Low,Close,Adj Close,Volume
2018-02-26,92.79832012074412,94.67303365853694,91.86096335184772,93.73567688964053,93.73567688964053,7976610
2018-02-27,92.9900572193466,94.86864423387885,92.05076371208047,93.92935072661272,93.92935072661272,2765524
2018-02-28,92.91330120905961,94.79033759712142,91.9747830150287,93.85181940309052,93.85181940309052,2250632
2018-03-01,92.66305869391745,94.53503967763295,91.7270682020597,93.5990491857752,93.5990491857752,7210715
2018-03-02,91.31138602266462,93.15606048776895,90.38904879011245,92.23372325521679,92.23372325521679,9526086
2018-03-05,90.66942764032844,92.50113324922397,89.75357483588067,91.5852804447762,91.5852804447762,4243087
2018-03-06,90.26994611323126,92.09358138824602,89.35812847572386,91.18176375073864,91.18176375073864,1909711
2018-03-07,91.29027243137928,93.13452035928593,90.36814846742595,92.2123963953326,92.2123963953326,4711584
2018-03-08,91.64314287949722,93.49451950332545,90.7174545675831,92.56883119141133,92.56883119141133,7913283
2018-03-09,90.02531425646673,91.84400747376908,89.11596764781555,90.9346608651179,90.9346608651179,2619715
2018-03-12,90.35991108898533,92.18536383825777,89.44718471434912,91.27263746362155,91.27263746362155,3590310
2018-03-13,90.03110979298661,91.84992009183482,89.1217046435625,90.94051494241072,90.94051494241072,7314768
2018-03-14,89.42930350830805,91.23595610443549,88.52597721024433,90.33262980637177,90.33262980637177,9324454
2018-03-15,90.03293204749247,91.85177915956302,89.12350849145719,90.94235560352774,90.94235560352774,9815995
2018-03-16,91.02882156712359,92.8677876593887,90.10933852099102,91.94830461325614,91.94830461325614,7726451
2018-03-19,91.9314273671803,93.78862792005265,91.00282709074415,92.86002764361648,92.86002764361648,9064220
2018-03-20,91.17779977656913,93.01977552963113,90.25681190003813,92.09878765310013,92.09878765310013,2544613
2018-03-21,90.91997189859852,92.75673900766112,90.00158834406723,91.83835545312982,91.83835545312982,2297638
2018-03-22,91.26128484551435,93.10494716562576,90.33945368545865,92.18311600557006,92.18311600557006,8134897
2018-03-23,92.20529888161998,94.06803219235978,91.27393222625008,93.13666553698988,93.13666553698988,8748670
2018-03-26,91.78847812828874,93.64279081774913,90.86132178355855,92.71563447301894,92.71563447301894,3430525
2018-03-27,91.64622976896374,93.49766875419533,90.72051027634794,92.57194926157953,92.57194926157953,8439103
2018-03-28,90.64272393472318,92.47389007481861,89.72714086467548,91.5583070047709,91.5583070047709,3456070
2018-03-29,89.55514658060679,91.36434146102309,88.65054914039864,90.45974402081494,90.45974402081494,9878234
2018-03-30,90.34666224034771,92.17184733611231,89.43406969246541,91.25925478823001,91.25925478823001,1288859
2018-04-02,91.64680191726643,93.49825246104959,90.72107664537485,92.57252718915801,92.57252718915801,6008341
2018-04-03,91.61086775125027,93.46159235228562,90.68550545073258,92.53623005176794,92.53623005176794,5749766
2018-04-04,92.5810632853543,94.45138779616954,91.64590102994669,93.51622554076192,93.51622554076192,2546236
2018-04-05,92.95078864161286,94.82858235154444,92.01189178664707,93.88968549657865,93.88968549657865,9982913
2018-04-06,92.37873215155044,94.24496916471308,91.44561364496913,93.31185065813176,93.31185065813176,5257341
2018-04-09,92.74823260444902,94.62193427322578,91.81138177006065,93.6850834388374,93.6850834388374,4759834
2018-04-10,94.21843604715284,96.12183879558017,93.26673467293918,95.1701374213665,95.1701374213665,3627988
2018-04-11,94.21635071785072,96.11971133841335,93.2646704075694,95.16803102813203,95.16803102813203,6477093
2018-04-12,95.71144408345128,97.64500861038971,94.74466181998208,96.6782263469205,96.6782263469205,9592974
2018-04-13,93.29220047510755,95.1768913937966,92.34985501576303,94.23454593445207,94.23454593445207,1502420
2018-04-16,94.0924876651907,95.99334600186123,93.14205849685544,95.04291683352596,95.04291683352596,6529046
2018-04-17,94.20534546732154,96.10848375959065,93.25377632118698,95.1569146134561,95.1569146134561,2679161
2018-04-18,93.95706400352942,95.85518650865124,93.00800275096853,94.90612525609033,94.90612525609033,1660902
2018-04-19,94.07433130098475,95.97482284241879,93.12408553026773,95.02457707170177,95.02457707170177,8562116
2018-04-20,92.24646453990611,94.11002948010623,91.31468206980605,93.17824701000617,93.17824701000617,2538112
2018-04-23,92.0723983922641,93.93244684463308,91.14237416607962,93.00242261844859,93.00242261844859,2726676
2018-04-24,92.43789222931129,94.30532439555999,91.50417614618692,93.37160831243564,93.37160831243564,2685996
2018-04-25,93.85183462410576,95.7478312831786,92.90383629456933,94.79983295364218,94.79983295364218,4246417
2018-04-26,93.39844106396704,95.28527825717849,92.4550224673613,94.34185966057277,94.34185966057277,2352144
2018-04-27,92.6735545354872,94.54574755640613,91.73745802502773,93.60965104594666,93.60965104594666,2551330
2018-04-30,92.23560842393694,94.09895404866295,91.30393561157395,93.16728123629994,93.16728123629994,1971248
2018-05-01,93.12336095591229,95.00464097522365,92.18272094625661,94.06400096556797,94.06400096556797,5657851
2018-05-02,93.46232372112732,95.35045147306928,92.51825984515634,94.4063875970983,94.4063875970983,7695306
2018-05-03,92.99818171536667,94.87693286113166,92.05880614248419,93.93755728824917,93.93755728824917,6378750
2018-05-04,93.50975250259722,95.3988384117406,92.56520954802554,94.45429545716891,94.45429545716891,3607411
2018-05-07,93.63199343935719,95.5235488623745,92.68621572784852,94.57777115086584,94.57777115086584,2693439
2018-05-08,94.56955265940076,96.48004867272198,93.61430465274013,95.52480066606137,95.52480066606137,2831094
2018-05-09,93.94423718989098,95.84210056746453,92.9953055011042,94.89316887867776,94.89316887867776,4437172
2018-05-10,93.6691502511739,95.56145631685419,92.72299721833376,94.61530328401405,94.61530328401405,7919875
2018-05-11,93.33377651773597,95.21930735647811,92.3910110983649,94.27654193710704,94.27654193710704,6923361
2018-05-14,91.99614236528762,93.85465029185909,91.0668884020019,92.92539632857336,92.92539632857336,2963571
2018-05-15,92.30458022427464,94.16931921870443,91.37221072705975,93.23694972148954,93.23694972148954,6542511
2018-05-16,92.5802161011832,94.4505234971667,91.64506240319145,93.51536979917495,93.51536979917495,9985826
2018-05-17,92.61642811735095,94.48746706921662,91.68090864141811,93.55194759328378,93.55194759328378,4815144
2018-05-18,92.42840932323334,94.2956499156219,91.49478902703906,93.36202961942762,93.36202961942762,4436252
2018-05-21,91.1358122494983,92.97693976969019,90.21524848940236,92.05637600959425,92.05637600959425,1817052
2018-05-22,90.77374307626343,92.60755606770309,89.85683658054359,91.69064957198326,91.69064957198326,8596585
2018-05-23,90.48457521640366,92.31254643289667,89.57058960815715,91.39856082465016,91.39856082465016,7269324
2018-05-24,89.76550383229238,91.57894835415686,88.85878157136013,90.67222609322462,90.67222609322462,2428080
2018-05-25,89.64605573791187,91.4570871669606,88.74054002338751,90.55157145243624,90.55157145243624,3521279
2018-05-28,90.05545856052342,91.8747607536653,89.14580746395247,90.96510965709436,90.96510965709436,8503888
2018-05-29,91.85134250081946,93.70692517760368,90.92355116242733,92.77913383921157,92.77913383921157,7119848
2018-05-30,92.04608199453759,93.90559880250805,91.11632359055235,92.97584039852282,92.97584039852282,3726016
2018-05-31,92.31843918778073,94.18345816127125,91.38592970103547,93.25094867452599,93.25094867452599,2244289
2018-06-01,92.28022642869168,94.1444734272511,91.34810292941197,93.21234992797139,93.21234992797139,1442939
2018-06-04,90.5167173058612,92.34533785749475,89.60240703004442,91.43102758167798,91.43102758167798,4282972
2018-06-05,90.52334315245982,92.35209755958023,89.60896594889962,91.43772035602002,91.43772035602002,9692832
2018-06-06,90.61111480079839,92.4416423725317,89.69585101493175,91.52637858666505,91.52637858666505,5414473
2018-06-07,92.94681293940256,94.82452633211777,92.00795624304496,93.88566963576017,93.88566963576017,3711793
2018-06-08,92.79829512439557,94.67300815721163,91.86093860798752,93.7356516408036,93.7356516408036,3319124
2018-06-11,93.11180979709695,94.99285645966458,92.17128646581315,94.05233312838077,94.05233312838077,4923227
2018-06-12,93.11076682455948,94.99179241697482,92.1702540283518,94.05127962076715,94.05127962076715,3073290
2018-06-13,92.04894141893739,93.90851599305735,91.11915413187742,92.97872870599737,92.97872870599737,3518970
2018-06-14,93.14943738687292,95.03124420276934,92.2085339789247,94.09034079482113,94.09034079482113,4889877
2018-06-15,93.88427079008477,95.78092272523799,92.93594482250815,94.83259675766138,94.83259675766138,2727408
2018-06-18,94.65567974468237,96.56791569912039,93.69956176746335,95.61179772190138,95.61179772190138,3801742
2018-06-19,93.836410844582,95.73209591214932,92.88856831079835,94.78425337836566,94.78425337836566,2055675
2018-06-20,95.18010028688202,97.10293059570792,94.21868513246906,96.14151544129497,96.14151544129497,7016854
2018-06-21,93.90015036030096,95.79712309485248,92.95166399302518,94.84863672757672,94.84863672757672,8436754
2018-06-22,94.48056148389963,96.38925969569559,93.52621237800166,95.43491058979761,95.43491058979761,1965188
2018-06-25,96.56107821082014,98.51180706356399,95.58571378444823,97.53644263719207,97.53644263719207,3161088
2018-06-26,95.66589762044055,97.59854201681307,94.69957542225427,96.63221981862681,96.63221981862681,9018006
2018-06-27,95.16757614510341,97.0901534409641,94.20628749717308,96.12886479303376,96.12886479303376,3320484
2018-06-28,95.29222478886473,97.21732023914484,94.32967706372469,96.25477251400478,96.25477251400478,5105223
2018-06-29,94.85267098234782,96.76888655774879,93.89456319464733,95.8107787700483,95.8107787700483,1487510
2018-07-02,93.43351272959585,95.32105844130486,92.48973987374134,94.37728558545035,94.37728558545035,7354986
2018-07-03,93.52907936340968,95.41855571418564,92.58434118802171,94.47381753879766,94.47381753879766,8609964
2018-07-04,92.56676310308602,94.43679872133019,91.63174529396395,93.5017809122081,93.5017809122081,6795250
2018-07-05,93.0412194303434,94.9208400248958,92.10140913306721,93.9810297276196,93.9810297276196,5055447
2018-07-06,92.21256150376585,94.07544153414496,91.28112148857629,93.1440015189554,93.1440015189554,2673879
2018-07-09,93.69389492315796,95.58670088120155,92.74749194413616,94.64029790217975,94.64029790217975,2780752
2018-07-10,92.99261974785676,94.87125853064174,92.05330035646426,93.93193913924925,93.93193913924925,4293331
2018-07-11,92.72277198644348,94.59595929930093,91.78617833001476,93.6593656428722,93.6593656428722,4764455
2018-07-12,93.51521505858103,95.40441132239074,92.57061692667617,94.45981319048589,94.45981319048589,8253817
2018-07-13,92.39521674781021,94.26178678311952,91.46193173015557,93.32850176546486,93.32850176546486,5335518
2018-07-16,92.63942546066436,94.51092900532426,91.70367368833442,93.5751772329943,93.5751772329943,9791690
2018-07-17,93.89363649971165,95.79047764111996,92.94521592900749,94.8420570704158,94.8420570704158,9589747
2018-07-18,92.42132547592551,94.28842296028763,91.48777673374444,93.35487421810657,93.35487421810657,6222798
2018-07-19,92.62547201897765,94.49669367592669,91.68986119050312,93.56108284745217,93.56108284745217,4904722
2018-07-20,92.90001108725258,94.77677898800516,91.96162713687629,93.83839503762887,93.83839503762887,6215622
2018-07-23,93.66280530123288,95.55498318610628,92.71671635879619,94.60889424366958,94.60889424366958,7879771
2018-07-24,92.53711339931229,94.40655003364182,91.60239508214751,93.47183171647706,93.47183171647706,9481209
2018-07-25,91.3333048931984,93.17842216376806,90.41074625791357,92.25586352848323,92.25586352848323,4175684
2018-07-26,91.85299000238221,93.70860596202631,90.92518202256018,92.78079798220426,92.78079798220426,1629085
2018-07-27,92.16223647119902,94.02409983425356,91.23130478967177,93.09316815272629,93.09316815272629,7071845
2018-07-30,92.42799160310716,94.2952237567053,91.4943755263081,93.36160767990623,93.36160767990623,3518638
2018-07-31,92.78350933398131,94.65792366396074,91.84630216899161,93.72071649897103,93.72071649897103,1603103
2018-08-01,92.17880057123635,94.04099856257447,91.2477015755673,93.10989956690541,93.10989956690541,2989968
2018-08-02,92.42749366713839,94.29471576142403,91.49388261999559,93.36110471428121,93.36110471428121,6303943
2018-08-03,92.73308042130348,94.60647598537021,91.7963826392701,93.66977820333685,93.66977820333685,6497191
2018-08-06,92.09626033601918,93.95679084785795,91.16599508009979,93.02652559193857,93.02652559193857,2257008
2018-08-07,93.87305019509847,95.76947545156511,92.92483756686515,94.8212628233318,94.8212628233318,7473507
2018-08-08,94.34773149188798,96.25374626950189,93.39472410308103,95.30073888069494,95.30073888069494,8437693
2018-08-09,93.26474082699379,95.14887700531689,92.32267273783224,94.20680891615534,94.20680891615534,6137997
2018-08-10,93.9103503966791,95.80752919257161,92.96176099873284,94.85893979462536,94.85893979462536,8270518
2018-08-13,93.03000123460559,94.90939519894106,92.09030425243786,93.96969821677332,93.96969821677332,6511934
2018-08-14,93.79771759926547,95.69262098510922,92.8502659063436,94.74516929218734,94.74516929218734,9173321
2018-08-15,94.91296839013366,96.83040209498485,93.95425153770806,95.87168524255925,95.87168524255925,8899284
2018-08-16,94.17667978065184,96.07923896813976,93.22540018690788,95.1279593743958,95.1279593743958,2003171
2018-08-17,95.10931018080417,97.030710386477,94.14861007796777,96.07001028364058,96.07001028364058,8214938
2018-08-20,95.52687965288932,97.45671560547295,94.5619616765975,96.49179762918114,96.49179762918114,3900737
2018-08-21,96.32731432382455,98.2733206738008,95.35431114883642,97.30031749881267,97.30031749881267,2370485
2018-08-22,98.1331207864917,100.1156080751077,97.1418771421837,99.1243644307997,99.1243644307997,8045900
2018-08-23,97.9349980827996,99.91348289255312,96.94575567792283,98.92424048767636,98.92424048767636,2681076
2018-08-24,97.26133506115848,99.22621051693945,96.27889733326798,98.24377278904896,98.24377278904896,9501598
2018-08-27,96.46065662233394,98.40935675611846,95.48630655544167,97.4350066892262,97.4350066892262,6312399
2018-08-28,95.72892561529216,97.66284330448997,94.76196677069323,96.69588445989106,96.69588445989106,1981883
2018-08-29,95.68822846197786,97.62132398646226,94.72168069973566,96.65477622422006,96.65477622422006,2668321
2018-08-30,96.03879176619105,97.97896937762926,95.06870296047195,97.00888057191015,97.00888057191015,4293705
2018-08-31,96.32905408570393,98.27509558238482,95.35603333736348,97.30207483404438,97.30207483404438,7154512
2018-09-03,97.13428121212232,99.09658992347832,96.15312685644432,98.11543556780032,98.11543556780032,4759505
2018-09-04,97.17787256024998,99.14106190490149,96.19627788792423,98.15946723257574,98.15946723257574,9415414
2018-09-05,98.56902712932599,100.56032060668612,97.57338039064594,99.56467386800605,99.56467386800605,6418952
2018-09-06,98.35287927150947,100.33980612547936,97.35941584452452,99.34634269849441,99.34634269849441,5609688
2018-09-07,100.92892292416435,102.96789106404647,99.9094388542233,101.94840699410541,101.94840699410541,5264423
2018-09-10,101.5456395683012,103.59706663028709,100.51992603730825,102.57135309929414,102.57135309929414,9181883
2018-09-11,100.77522975709032,102.81109298450629,99.75729814338233,101.7931613707983,101.7931613707983,9306681
2018-09-12,99.80487901478786,101.82113919690478,98.7967489237294,100.81300910584632,100.81300910584632,8170837
2018-09-13,100.2876422308344,102.31365520519469,99.27463574365424,101.30064871801454,101.30064871801454,2519603
2018-09-14,100.11002984237814,102.13245468767872,99.09881741972785,101.12124226502843,101.12124226502843,2750740
2018-09-17,100.80937879448938,102.84593190144876,99.79110224100968,101.82765534796907,101.82765534796907,1863403
2018-09-18,101.28350321413366,103.32963459219697,100.260437525102,102.30656890316531,102.30656890316531,1885421
2018-09-19,101.24680310012155,103.29219306174016,100.22410811931223,102.26949808093086,102.26949808093086,5278384
2018-09-20,100.48608826659193,102.51611025177561,99.4710772740001,101.50109925918377,101.50109925918377,6495671
2018-09-21,99.10043471642499,101.1024637005952,98.09942022433988,100.10144920851009,100.10144920851009,1978836
2018-09-24,98.71416548619541,100.7083910515731,97.71705270350657,99.71127826888426,99.71127826888426,4223522
2018-09-25,99.54672264710494,101.55776754906667,98.54120019612408,100.5522450980858,100.5522450980858,3217181
2018-09-26,99.77842779574101,101.79415360979638,98.77056488871332,100.7862907027687,100.7862907027687,9568438
2018-09-27,98.64451498968707,100.6373334743272,97.648105747367,99.64092423200714,99.64092423200714,2556518
2018-09-28,98.83794774861776,100.83467396576155,97.83958464004587,99.83631085718966,99.83631085718966,3659083
2018-10-01,99.22982611396331,101.23446906576056,98.2275046380647,100.23214758986194,100.23214758986194,5113640
2018-10-02,98.43443957792151,100.42301411484921,97.44015230945764,99.42872684638536,99.42872684638536,5500398
2018-10-03,98.60967215527612,100.6017867442716,97.61361486077838,99.60572944977386,99.60572944977386,5877708
2018-10-04,98.69555277499487,100.68940232600485,97.69862799948986,99.69247755049986,99.69247755049986,8880317
2018-10-05,97.65777598486868,99.63066034819936,96.67133380320334,98.64421816653402,98.64421816653402,9281447
2018-10-08,98.02390106127817,100.00418189079895,97.03376064651778,99.01404147603856,99.01404147603856,4895958
2018-10-09,98.57992228695846,100.57143586851319,97.58416549618111,99.57567907773583,99.57567907773583,8076042
2018-10-10,99.62450421699965,101.63712046380773,98.61819609359561,100.6308123404037,100.6308123404037,9839765
2018-10-11,100.64172463813043,102.67489079243609,99.6251415609776,101.65830771528326,101.65830771528326,2265898
2018-10-12,99.3843957698729,101.39216134098143,98.38051298431861,100.38827855542716,100.38827855542716,3120539
2018-10-15,98.53852458751017,100.52920185190432,97.54318595531309,99.53386321970724,99.53386321970724,1880412
2018-10-16,99.05174911648417,101.05279455318082,98.05122639813584,100.0522718348325,100.0522718348325,6947148
2018-10-17,99.56380495744854,101.5751949565889,98.55810995787834,100.56949995701872,100.56949995701872,4231185
2018-10-18,100.07704110401707,102.09879951015884,99.0661619009462,101.08792030708796,101.08792030708796,8319764
2018-10-19,103.71255385353629,105.80775696168854,102.66495229946017,104.76015540761242,104.76015540761242,9706483
2018-10-22,104.27802884423963,106.38465568957781,103.22471542157055,105.33134226690872,105.33134226690872,6923098
2018-10-23,105.37173600084486,107.50045794025587,104.30737503113936,106.43609697055037,106.43609697055037,2228337
2018-10-24,106.29559703740016,108.44298283613553,105.22190413803249,107.36928993676784,107.36928993676784,1484814
2018-10-25,106.93637741760972,109.09670827453112,105.85621198914902,108.01654284607042,108.01654284607042,9359922
2018-10-26,106.67288356861968,108.82789131748069,105.59537969418918,107.75038744305019,107.75038744305019,4690583
2018-10-29,107.41429905864682,109.58428489821544,106.3293061388625,108.49929197843113,108.49929197843113,2599908
2018-10-30,106.72277895459656,108.87879469105307,105.64477108636832,107.80078682282482,107.80078682282482,3164412
2018-10-31,106.53267270178436,108.68484790788101,105.45658509873603,107.60876030483269,107.60876030483269,6309792
2018-11-01,106.11006208371947,108.2536997015724,105.03824327479302,107.18188089264594,107.18188089264594,3353847
2018-11-02,106.21808080711496,108.3639006214001,105.14517089997238,107.29099071425753,107.29099071425753,3892478
2018-11-05,108.41478467428242,110.60498234446995,107.31968583918865,109.50988350937618,109.50988350937618,2984117
2018-11-06,106.69945748210712,108.85500207770524,105.62168518430805,107.77722977990618,107.77722977990618,6949852
2018-11-07,107.37285643226092,109.54200504705408,106.28828212486434,108.4574307396575,108.4574307396575,1029725
2018-11-08,105.89565047537917,108.03495654558884,104.82599744027432,106.965303510484,106.965303510484,1888036
2018-11-09,105.48560468640807,107.61662700330521,104.42009352795951,106.55111584485664,106.55111584485664,3971783
2018-11-12,106.53570523816336,108.6879417076212,105.45958700343444,107.61182347289228,107.61182347289228,3662761
2018-11-13,106.62726532935949,108.78135149762937,105.55022224522455,107.70430841349443,107.70430841349443,7524559
2018-11-14,105.65050453914252,107.78485816619592,104.58332772561583,106.71768135266922,106.71768135266922,3513024
2018-11-15,105.01279362152894,107.13426419974164,103.95205833242258,106.07352891063529,106.07352891063529,3398083
2018-11-16,105.67996011041753,107.81490879951686,104.61248576586785,106.74743445496719,106.74743445496719,7536295
2018-11-19,105.02815840017136,107.1499393779526,103.96726791128074,106.08904888906198,106.08904888906198,4909439
2018-11-20,105.26207577203061,107.38858235328377,104.19882248140405,106.32532906265719,106.32532906265719,6627745
2018-11-21,105.33613507118113,107.46413779989186,104.27213370682577,106.4001364355365,106.4001364355365,4911146
2018-11-22,104.75801623217092,106.8743397924168,103.69985445204799,105.81617801229386,105.81617801229386,2707017
2018-11-23,106.79502318086017,108.95249839663512,105.7162855729727,107.87376078874765,107.87376078874765,1689556
2018-11-26,107.41945895356108,109.58954903343101,106.33441391362612,108.50450399349604,108.50450399349604,8288538
2018-11-27,105.55644344741656,107.68889685039467,104.4902167459275,106.62267014890561,106.62267014890561,3253722
2018-11-28,105.76229295822989,107.89890493718403,104.69398696875282,106.83059894770696,106.83059894770696,2649729
2018-11-29,105.17464539296641,107.29938570393544,104.11227523748191,106.23701554845093,106.23701554845093,2116271
2018-11-30,106.00349301689533,108.14497772430735,104.93275066318931,107.07423537060134,107.07423537060134,4099555
2018-12-03,105.29354849727868,107.42069089116309,104.22997730033646,106.35711969422088,106.35711969422088,6683797
2018-12-04,105.21764547958811,107.34325447917574,104.15484097979429,106.28044997938193,106.28044997938193,2681641
2018-12-05,105.7214704966878,107.85725777944918,104.65357685530712,106.78936413806849,106.78936413806849,1516409
2018-12-06,106.56278021477216,108.71556365345442,105.48638849543103,107.63917193411329,107.63917193411329,1666165
2018-12-07,105.47137702380518,107.60211191317497,104.40600957912027,106.53674446849007,106.53674446849007,3788363
2018-12-10,105.189892376503,107.31494070734144,104.12736821108376,106.25241654192222,106.25241654192222,5476321
2018-12-11,104.77702762368469,106.89373525244599,103.71867380930404,105.83538143806534,105.83538143806534,4710388
2018-12-12,104.19729147836243,106.30228726580411,103.1447935846416,105.24978937208327,105.24978937208327,4235192
2018-12-13,105.88023552912664,108.01923018628072,104.81073820054961,106.94973285770368,106.94973285770368,2935090
2018-12-14,106.2905091304855,108.4377921432226,105.21686762411697,107.36415063685405,107.36415063685405,4937270
2018-12-17,105.14242858708212,107.26651805348783,104.08038385387927,106.20447332028498,106.20447332028498,7739013
2018-12-18,106.03248219611733,108.17455254351363,104.96144702241916,107.10351736981548,107.10351736981548,8089975
2018-12-19,108.04910739794757,110.23191764841114,106.95770227271576,109.14051252317935,109.14051252317935,9805586
2018-12-20,109.04636805993489,111.24932499043864,107.94488959468303,110.14784652518676,110.14784652518676,2033316
2018-12-21,107.65648365685601,109.83136211457028,106.56904442799888,108.74392288571315,108.74392288571315,5819075
2018-12-24,107.23492961977868,109.40129183431966,106.15174851250819,108.31811072704917,108.31811072704917,5742297
2018-12-25,108.45150551821555,110.64244502363405,107.3560357655063,109.5469752709248,109.5469752709248,4868452
2018-12-26,107.82093614596675,109.99913687618832,106.73183578085599,108.91003651107754,108.91003651107754,9074037
2018-12-27,108.26754095866491,110.4547640083349,107.17392943382991,109.36115248349991,109.36115248349991,2312743
2018-12-28,109.02361030574755,111.22610748364144,107.92236171680061,110.1248588946945,110.1248588946945,8420105
2018-12-31,108.18793057884078,110.3735453380093,107.09512319925653,109.28073795842504,109.28073795842504,1104195
2019-01-01,108.16367543742875,110.34880019374044,107.0711130592729,109.2562378155846,109.2562378155846,8008443
2019-01-02,105.16302135123104,107.28752683307408,104.1007686103095,106.22527409215256,106.22527409215256,6276728
2019-01-03,104.23617413849976,106.34195543422703,103.18328349063613,105.2890647863634,105.2890647863634,5101036
2019-01-04,104.03133478403376,106.13297791098393,102.98051322055866,105.08215634750884,105.08215634750884,3165251
2019-01-07,102.89550951627956,104.97420667822459,101.85616093530703,103.93485809725208,103.93485809725208,8303693
2019-01-08,104.45399694631456,106.56417870280578,103.39890606806897,105.50908782456017,105.50908782456017,4214850
2019-01-09,103.14758250292545,105.23137204843908,102.10568773016861,104.18947727568226,104.18947727568226,8983439
2019-01-10,102.76736614762928,104.84347455465209,101.72931194411787,103.80542035114068,103.80542035114068,9874883
2019-01-11,102.92109757021012,105.0003116625376,101.88149052404638,103.96070461637386,103.96070461637386,9687479
2019-01-14,104.30078263706996,106.40786915499056,103.24723937810965,105.35432589603026,105.35432589603026,9268541
2019-01-15,102.98901662731956,105.06960282181086,101.9487235300739,104.02930972456521,104.02930972456521,3949281
2019-01-16,104.10854077089968,106.21174361475624,103.0569393489714,105.16014219282796,105.16014219282796,8356061
